股票代码,股票名称,所属行业,所属概念
300768,迪普科技,"计算机,软件开发,横向通用软件",
300624,万兴科技,"计算机,软件开发,横向通用软件",
603219,富佳股份,"家用电器,清洁小家电,小家电",
300856,科思股份,"化妆品,化妆品制造及其他,美容护理",
688377,迪威尔,"机械设备,专用设备,能源及重型设备",
600159,大龙地产,"房地产,房地产开发,住宅开发",
688312,燕麦科技,"其他专用设备,机械设备,专用设备",
300371,汇中股份,"通用设备,仪器仪表,机械设备",
301208,中亦科技,"IT服务Ⅲ,IT服务Ⅱ,计算机",
300984,金沃股份,"通用设备,其他通用设备,机械设备",
603069,海汽集团,"交通运输,铁路公路,公交",
600857,宁波中百,"百货,商贸零售,一般零售",
300577,开润股份,"服装家纺,鞋帽及其他,纺织服饰",
600577,精达股份,"线缆部件及其他,电力设备,电网设备",
300327,中颖电子,"半导体,电子,数字芯片设计",
688716,中研股份,"合成树脂,基础化工,塑料",
300333,兆日科技,"计算机,计算机设备,其他计算机设备",
601929,吉视传媒,"电视广播Ⅲ,电视广播Ⅱ,传媒",
301260,格力博,"机械设备,专用设备,农用机械",
2337,赛象科技,"其他专用设备,机械设备,专用设备",
688392,骄成超声,"电池,锂电专用设备,电力设备",
2633,申科股份,"金属制品,通用设备,机械设备",
601083,锦江航运,"航运港口,航运,交通运输",
300504,天邑股份,"通信设备,通信,通信终端及配件",
600004,白云机场,"机场,交通运输,航空机场",
920690,捷众科技,"车身附件及饰件,汽车,汽车零部件",
920834,三维装备,"基础化工,其他橡胶制品,橡胶",
301265,华新环保,"环保,环境治理,固废治理",
301037,保立佳,"基础化工,化学制品,涂料油墨",
301009,可靠股份,"生活用纸,美容护理,个护用品",
2422,科伦药业,"化学制剂,化学制药,医药生物",
688588,凌志软件,"计算机,垂直应用软件,软件开发",
600588,用友网络,"计算机,软件开发,横向通用软件",
3001,中岩大地,"其他专业工程,专业工程,建筑装饰",
2436,兴森科技,"元件,印制电路板,电子",
688489,三未信安,"安防设备,计算机,计算机设备",
300898,熊猫乳品,"食品饮料,饮料乳品,乳品",
300787,海能实业,"电子,消费电子,消费电子零部件及组装",
688207,格灵深瞳,"IT服务Ⅲ,IT服务Ⅱ,计算机",
300319,麦捷科技,"被动元件,元件,电子",
603789,*ST星农,"机械设备,专用设备,农用机械",
300398,飞凯材料,"电子,电子化学品Ⅲ,电子化学品Ⅱ",
2333,罗普斯金,"建筑材料,装修建材,其他建材Ⅲ",
300942,易瑞生物,"医药生物,医疗器械,体外诊断",
920139,华岭股份,"集成电路封测,半导体,电子",
300293,蓝英装备,"其他专用设备,机械设备,专用设备",
600029,南方航空,"交通运输,航空机场,航空运输",
300989,蕾奥规划,"建筑装饰,工程咨询服务Ⅲ,工程咨询服务Ⅱ",
301596,瑞迪智驱,"金属制品,通用设备,机械设备",
301378,通达海,"计算机,垂直应用软件,软件开发",
920592,华信永道,"计算机,垂直应用软件,软件开发",
603136,天目湖,"社会服务,自然景区,旅游及景区",
688099,晶晨股份,"半导体,电子,数字芯片设计",
1282,三联锻造,"汽车,汽车零部件,底盘与发动机系统",
300366,ST创意,"计算机,垂直应用软件,软件开发",
2918,蒙娜丽莎,"轻工制造,瓷砖地板,家居用品",
2152,广电运通,"计算机,计算机设备,其他计算机设备",
1376,百通能源,"公用事业,热力服务,电力",
912,泸天化,"农化制品,基础化工,氮肥",
300825,阿尔特,"汽车,汽车服务,汽车综合服务",
688615,合合信息,"计算机,垂直应用软件,软件开发",
600171,上海贝岭,"半导体,模拟芯片设计,电子",
688231,隆达股份,"其他金属新材料,有色金属,金属新材料",
301049,超越科技,"环保,环境治理,固废治理",
688317,之江生物,"医药生物,医疗器械,体外诊断",
2885,京泉华,"电子,其他电子Ⅲ,其他电子Ⅱ",
603257,中国瑞林,"建筑装饰,工程咨询服务Ⅲ,工程咨询服务Ⅱ",
603998,方盛制药,"中药Ⅲ,中药Ⅱ,医药生物",
552,甘肃能化,"动力煤,煤炭开采,煤炭",
2516,旷达科技,"车身附件及饰件,汽车,汽车零部件",
600834,申通地铁,"交通运输,铁路公路,公交",
920526,凯华材料,"电子,电子化学品Ⅲ,电子化学品Ⅱ",
301006,迈拓股份,"通用设备,仪器仪表,机械设备",
603369,今世缘,"食品饮料,白酒Ⅲ,白酒Ⅱ",
688115,思林杰,"通用设备,仪器仪表,机械设备",
301010,晶雪节能,"建筑材料,装修建材,其他建材Ⅲ",
920478,峆一药业,"化学制药,原料药,医药生物",
600579,中化装备,"其他专用设备,机械设备,专用设备",
603236,移远通信,"通信设备,通信,通信终端及配件",
300536,农尚环境,"建筑装饰,基础建设,园林工程",
300007,汉威科技,"通用设备,仪器仪表,机械设备",
3040,楚天龙,"通信设备,通信,通信终端及配件",
603338,浙江鼎力,"机械设备,工程机械,工程机械整机",
300659,中孚信息,"计算机,计算机设备,其他计算机设备",
688369,致远互联,"软件开发,横向通用软件",
600809,山西汾酒,"食品饮料,白酒Ⅲ,白酒Ⅱ",
603101,汇嘉时代,"商贸零售,一般零售,多业态零售",
301102,兆讯传媒,"传媒,广告媒体,广告营销",
600828,茂业商业,"百货,商贸零售,一般零售",
603712,七一二,"军工电子Ⅲ,军工电子Ⅱ,国防军工",
903,ST云动,"汽车,汽车零部件,底盘与发动机系统",
2756,永兴材料,"有色金属,锂,能源金属",
688313,仕佳光子,"通信设备,通信,通信网络设备及器件",
688381,帝奥微,"半导体,模拟芯片设计,电子",
300096,ST易联众,"IT服务Ⅲ,IT服务Ⅱ,计算机",
920751,惠同新材,"其他金属新材料,有色金属,金属新材料",
2659,凯文教育,"学历教育,社会服务,教育",
688192,迪哲医药-U,"化学制剂,化学制药,医药生物",
300025,华星创业,"通信工程及服务,通信,通信服务",
920263,中航泰达,"大气治理,环保,环境治理",
600536,中国软件,"IT服务Ⅲ,IT服务Ⅱ,计算机",
2421,达实智能,"IT服务Ⅲ,IT服务Ⅱ,计算机",
1390,古麒绒材,"纺织服饰,纺织制造,其他纺织",
301185,鸥玛软件,"IT服务Ⅲ,IT服务Ⅱ,计算机",
920124,南特科技,"制冷空调设备,通用设备,机械设备",
301330,熵基科技,"安防设备,计算机,计算机设备",
300884,狄耐克,"安防设备,计算机,计算机设备",
600010,包钢股份,"板材,普钢,钢铁",
300248,新开普,"计算机,计算机设备,其他计算机设备",
601108,财通证券,"证券Ⅲ,证券Ⅱ,非银金融",
600085,同仁堂,"中药Ⅲ,中药Ⅱ,医药生物",
600622,光大嘉宝,"房地产,房地产开发,住宅开发",
300525,博思软件,"计算机,垂直应用软件,软件开发",
600234,科新发展,"装修装饰Ⅲ,装修装饰Ⅱ,建筑装饰",
603259,药明康德,"医疗研发外包,医疗服务,医药生物",
600742,富维股份,"车身附件及饰件,汽车,汽车零部件",
300430,诚益通,"通用设备,其他通用设备,机械设备",
581,威孚高科,"汽车,汽车零部件,底盘与发动机系统",
600960,渤海汽车,"汽车,汽车零部件,底盘与发动机系统",
688665,四方光电,"通用设备,仪器仪表,机械设备",
1378,德冠新材,"基础化工,膜材料,塑料",
516,国际医学,"医疗服务,医药生物,医院",
300134,大富科技,"通信设备,通信,通信网络设备及器件",
688321,微芯生物,"化学制剂,化学制药,医药生物",
717,中南股份,"普钢,长材,钢铁",
300106,西部牧业,"食品饮料,饮料乳品,乳品",
688230,芯导科技,"半导体,分立器件,电子",
301633,港迪技术,"机械设备,工控设备,自动化设备",
600900,长江电力,"公用事业,水力发电,电力",
688167,炬光科技,"半导体,分立器件,电子",
688659,元琛科技,"基础化工,化学制品,其他化学制品",
785,居然智家,"商贸零售,一般零售,商业物业经营",
300665,飞鹿股份,"基础化工,化学制品,涂料油墨",
601008,连云港,"港口,航运港口,交通运输",
301122,采纳股份,"医药生物,医疗器械,医疗耗材",
2123,梦网科技,"通信,通信服务,通信应用增值服务",
2766,索菱股份,"汽车电子电气系统,汽车,汽车零部件",
603583,捷昌驱动,"机械设备,工控设备,自动化设备",
688526,科前生物,"农林牧渔,动物保健Ⅲ,动物保健Ⅱ",
300484,蓝海华腾,"机械设备,工控设备,自动化设备",
301508,中机认检,"检测服务,专业服务,社会服务",
300375,鹏翎股份,"汽车,汽车零部件,底盘与发动机系统",
601878,浙商证券,"证券Ⅲ,证券Ⅱ,非银金融",
300549,优德精密,"其他专用设备,机械设备,专用设备",
688425,铁建重工,"基建市政工程,建筑装饰,基础建设",
601828,美凯龙,"商贸零售,一般零售,商业物业经营",
603079,圣达生物,"食品及饲料添加剂,基础化工,化学制品",
600661,昂立教育,"社会服务,教育,培训教育",
920100,三协电机,"电机Ⅲ,电机Ⅱ,电力设备",
301161,唯万密封,"机械设备,工程机械器件,工程机械",
301626,苏州天脉,"电子,消费电子,消费电子零部件及组装",
603030,全筑股份,"装修装饰Ⅲ,装修装饰Ⅱ,建筑装饰",
603323,苏农银行,"银行,银行Ⅱ,农商行Ⅲ",
2931,锋龙股份,"金属制品,通用设备,机械设备",
420,吉林化纤,"基础化工,化学纤维,粘胶",
688563,航材股份,"国防军工,航空装备Ⅲ,航空装备Ⅱ",
920726,朱老六,"调味发酵品Ⅲ,调味发酵品Ⅱ,食品饮料",
600862,中航高科,"国防军工,航空装备Ⅲ,航空装备Ⅱ",
514,渝 开 发,"房地产,房地产开发,住宅开发",
688114,华大智造,"医药生物,医疗设备,医疗器械",
603880,南卫股份,"医药生物,医疗器械,医疗耗材",
166,申万宏源,"证券Ⅲ,证券Ⅱ,非银金融",
300230,永利股份,"其他塑料制品,基础化工,塑料",
603811,诚意药业,"化学制剂,化学制药,医药生物",
920160,北矿检测,"检测服务,专业服务,社会服务",
301300,远翔新材,"基础化工,橡胶,炭黑",
688580,伟思医疗,"医药生物,医疗设备,医疗器械",
601689,拓普集团,"汽车,汽车零部件,底盘与发动机系统",
300059,东方财富,"证券Ⅲ,证券Ⅱ,非银金融",
301512,智信精密,"机械设备,其他自动化设备,自动化设备",
300823,建科智能,"其他专用设备,机械设备,专用设备",
300509,新美星,"机械设备,专用设备,印刷包装机械",
2249,大洋电机,"电机Ⅲ,电机Ⅱ,电力设备",
3816,中国广核,"核力发电,公用事业,电力",
878,云南铜业,"工业金属,有色金属,铜",
783,长江证券,"证券Ⅲ,证券Ⅱ,非银金融",
601059,信达证券,"证券Ⅲ,证券Ⅱ,非银金融",
680,山推股份,"机械设备,工程机械,工程机械整机",
688103,国力电子,"电子,其他电子Ⅲ,其他电子Ⅱ",
301632,广东建科,"检测服务,专业服务,社会服务",
688332,中科蓝讯,"半导体,电子,数字芯片设计",
300346,南大光电,"电子,电子化学品Ⅲ,电子化学品Ⅱ",
601226,华电科工,"其他专业工程,专业工程,建筑装饰",
2091,江苏国泰,"商贸零售,贸易Ⅲ,贸易Ⅱ",
2544,普天科技,"通信工程及服务,通信,通信服务",
2057,中钢天源,"检测服务,专业服务,社会服务",
300163,先锋新材,"基础化工,化学制品,其他化学制品",
300622,博士眼镜,"专业连锁Ⅲ,专业连锁Ⅱ,商贸零售",
605366,宏柏新材,"基础化工,化学制品,其他化学制品",
2378,章源钨业,"有色金属,小金属,钨",
2527,新时达,"机械设备,楼宇设备,专用设备",
2809,红墙股份,"基础化工,化学制品,其他化学制品",
688305,科德数控,"通用设备,机械设备,机床工具",
603890,春秋电子,"电子,消费电子,消费电子零部件及组装",
688153,唯捷创芯,"半导体,模拟芯片设计,电子",
655,金岭矿业,"钢铁,冶钢原料,铁矿石",
688260,昀冢科技,"电子,消费电子,消费电子零部件及组装",
300494,盛天网络,"传媒,游戏Ⅲ,游戏Ⅱ",
923,河钢资源,"钢铁,冶钢原料,铁矿石",
301126,达嘉维康,"医药流通,医药商业,医药生物",
12,南  玻Ａ,"玻璃玻纤,建筑材料,玻璃制造",
301326,捷邦科技,"电子,消费电子,消费电子零部件及组装",
603418,友升股份,"车身附件及饰件,汽车,汽车零部件",
300578,会畅科技,"通信,通信服务,通信应用增值服务",
603559,ST通脉,"通信工程及服务,通信,通信服务",
300512,中亚股份,"机械设备,专用设备,印刷包装机械",
688777,中控技术,"机械设备,工控设备,自动化设备",
603700,宁水集团,"通用设备,仪器仪表,机械设备",
300373,扬杰科技,"半导体,分立器件,电子",
300663,科蓝软件,"计算机,垂直应用软件,软件开发",
688178,万德斯,"环保,环境治理,固废治理",
603191,望变电气,"电力设备,电网设备,输变电设备",
301272,英华特,"制冷空调设备,通用设备,机械设备",
2582,好想你,"休闲食品,食品饮料,零食",
300666,江丰电子,"半导体材料,半导体,电子",
920508,殷图网联,"电力设备,电网设备,电网自动化设备",
300958,建工修复,"环保,环境治理,综合环境治理",
603776,永安行,"摩托车,摩托车及其他,汽车",
603232,格尔软件,"计算机,垂直应用软件,软件开发",
301622,英思特,"有色金属,金属新材料,磁性材料",
2296,辉煌科技,"通信设备,通信,通信网络设备及器件",
920689,克莱特,"通用设备,其他通用设备,机械设备",
605179,一鸣食品,"食品饮料,饮料乳品,乳品",
300018,中元股份,"电力设备,电网设备,电网自动化设备",
688061,灿瑞科技,"半导体,模拟芯片设计,电子",
2050,三花智控,"家电零部件Ⅲ,家电零部件Ⅱ,家用电器",
403,派林生物,"医药生物,生物制品,血液制品",
300552,万集科技,"计算机,计算机设备,其他计算机设备",
300067,安诺其,"纺织化学制品,基础化工,化学制品",
688529,豪森智能,"其他专用设备,机械设备,专用设备",
2346,柘中股份,"配电设备,电力设备,电网设备",
897,津滨发展,"房地产,房地产开发,住宅开发",
688686,奥普特,"机械设备,其他自动化设备,自动化设备",
2880,卫光生物,"医药生物,生物制品,血液制品",
301538,骏鼎达,"基础化工,塑料,改性塑料",
926,福星股份,"房地产,房地产开发,住宅开发",
2086,东方海洋,"医药生物,医疗器械,体外诊断",
301270,汉仪股份,"计算机,软件开发,横向通用软件",
920725,惠丰钻石,"通用设备,磨具磨料,机械设备",
300956,英力股份,"电子,消费电子,消费电子零部件及组装",
688620,安凯微,"半导体,电子,数字芯片设计",
688469,芯联集成-U,"半导体,电子,集成电路制造",
301159,三维天地,"计算机,垂直应用软件,软件开发",
301386,未来电器,"配电设备,电力设备,电网设备",
603092,德力佳,"风电设备,风电零部件,电力设备",
712,锦龙股份,"证券Ⅲ,证券Ⅱ,非银金融",
301227,森鹰窗业,"轻工制造,家居用品,定制家居",
1314,亿道信息,"电子,消费电子,消费电子零部件及组装",
603861,白云电器,"配电设备,电力设备,电网设备",
688521,芯原股份,"半导体,电子,数字芯片设计",
601366,利群股份,"商贸零售,一般零售,多业态零售",
300066,三川智慧,"通用设备,仪器仪表,机械设备",
688579,地纬智能,"计算机,垂直应用软件,软件开发",
600609,金杯汽车,"车身附件及饰件,汽车,汽车零部件",
600621,华鑫股份,"证券Ⅲ,证券Ⅱ,非银金融",
2352,顺丰控股,"交通运输,物流,快递",
300010,豆神教育,"社会服务,教育,教育运营及其他",
1872,招商港口,"港口,航运港口,交通运输",
688075,安旭生物,"医药生物,医疗器械,体外诊断",
300752,隆利科技,"电子,光学光电子,LED",
63,中兴通讯,"通信设备,通信,通信网络设备及器件",
301348,蓝箭电子,"集成电路封测,半导体,电子",
2523,天桥起重,"机械设备,专用设备,能源及重型设备",
601018,宁波港,"港口,航运港口,交通运输",
920510,丰光精密,"金属制品,通用设备,机械设备",
300998,宁波方正,"其他汽车零部件,汽车,汽车零部件",
600111,北方稀土,"有色金属,小金属,稀土",
603991,至正股份,"其他塑料制品,基础化工,塑料",
688133,泰坦科技,"基础化工,化学制品,其他化学制品",
301193,家联科技,"其他家居用品,轻工制造,家居用品",
688349,三一重能,"风电整机,风电设备,电力设备",
2040,南 京 港,"港口,航运港口,交通运输",
601133,柏诚股份,"其他专业工程,专业工程,建筑装饰",
688646,ST逸飞,"机械设备,自动化设备,激光设备",
300957,贝泰妮,"品牌化妆品,化妆品,美容护理",
300070,碧水源,"环保,环境治理,水务及水治理",
2927,泰永长征,"配电设备,电力设备,电网设备",
605136,丽人丽妆,"电商服务,互联网电商,商贸零售",
301060,兰卫医学,"医疗服务,诊断服务",
920273,一致魔芋,"农林牧渔,农产品加工,其他农产品加工",
300664,鹏鹞环保,"环保,环境治理,水务及水治理",
517,荣安地产,"房地产,房地产开发,住宅开发",
600984,建设机械,"机械设备,工程机械,工程机械整机",
625,长安汽车,"汽车,乘用车,综合乘用车",
2512,ST达华,"计算机,计算机设备,其他计算机设备",
600715,文投控股,"传媒,游戏Ⅲ,游戏Ⅱ",
300753,爱朋医疗,"医药生物,医疗设备,医疗器械",
688488,艾迪药业,"其他生物制品,医药生物,生物制品",
2153,石基信息,"计算机,垂直应用软件,软件开发",
600463,空港股份,"房地产,产业地产,房地产开发",
300918,南山智尚,"纺织服饰,纺织制造,其他纺织",
721,西安饮食,"餐饮,酒店餐饮,社会服务",
600638,新黄浦,"房地产,房地产开发,住宅开发",
300368,汇金股份,"计算机,计算机设备,其他计算机设备",
688589,力合微,"半导体,电子,数字芯片设计",
2084,海鸥住工,"轻工制造,家居用品,卫浴制品",
300635,中达安,"建筑装饰,工程咨询服务Ⅲ,工程咨询服务Ⅱ",
600993,马应龙,"中药Ⅲ,中药Ⅱ,医药生物",
600368,五洲交通,"交通运输,铁路公路,高速公路",
688141,杰华特,"半导体,模拟芯片设计,电子",
920112,巴兰仕,"其他专用设备,机械设备,专用设备",
920119,美德乐,"机械设备,工控设备,自动化设备",
301235,华康洁净,"医药生物,医疗设备,医疗器械",
49,德赛电池,"锂电池,电池,电力设备",
977,浪潮信息,"计算机,计算机设备,其他计算机设备",
600020,中原高速,"交通运输,铁路公路,高速公路",
688035,德邦科技,"电子,电子化学品Ⅲ,电子化学品Ⅱ",
603043,广州酒家,"烘焙食品,休闲食品,食品饮料",
2252,上海莱士,"医药生物,生物制品,血液制品",
698,ST沈化,"炼油化工,炼化及贸易,石油石化",
300789,唐源电气,"计算机,计算机设备,其他计算机设备",
2573,清新环境,"环保,环境治理,水务及水治理",
688255,凯尔达,"机械设备,自动化设备,机器人",
300542,新晨科技,"计算机,垂直应用软件,软件开发",
688318,财富趋势,"计算机,垂直应用软件,软件开发",
605258,协和电子,"元件,印制电路板,电子",
920021,流金科技,"电视广播Ⅲ,电视广播Ⅱ,传媒",
301601,惠通科技,"机械设备,专用设备,能源及重型设备",
601995,中金公司,"证券Ⅲ,证券Ⅱ,非银金融",
2845,同兴达,"电子,面板,光学光电子",
603298,杭叉集团,"机械设备,工程机械,工程机械整机",
99,中信海直,"交通运输,航空机场,航空运输",
2613,北玻股份,"玻璃玻纤,建筑材料,玻璃制造",
301548,崇德科技,"金属制品,通用设备,机械设备",
688590,新致软件,"计算机,垂直应用软件,软件开发",
920946,森萱医药,"化学制药,原料药,医药生物",
688302,海创药业-U,"化学制剂,化学制药,医药生物",
688271,联影医疗,"医药生物,医疗设备,医疗器械",
603595,ST东尼,"电子,消费电子,消费电子零部件及组装",
2596,海南瑞泽,"水泥,建筑材料,水泥制品",
301195,北路智控,"计算机,垂直应用软件,软件开发",
301449,天溯计量,"检测服务,专业服务,社会服务",
1335,信凯科技,"基础化工,化学制品,涂料油墨",
688701,卓锦股份,"环保,环境治理,综合环境治理",
2488,金固股份,"汽车,汽车零部件,轮胎轮毂",
300910,瑞丰新材,"基础化工,化学制品,其他化学制品",
600707,彩虹股份,"电子,面板,光学光电子",
300072,海新能科,"基础化工,化学制品,其他化学制品",
541,佛山照明,"家用电器,照明设备Ⅲ,照明设备Ⅱ",
302132,中航成飞,"军工电子Ⅲ,军工电子Ⅱ,国防军工",
688558,国盛智科,"通用设备,机械设备,机床工具",
301052,果麦文化,"大众出版,出版,传媒",
2657,中科金财,"IT服务Ⅲ,IT服务Ⅱ,计算机",
600794,保税科技,"交通运输,物流,仓储物流",
688571,杭华股份,"基础化工,化学制品,涂料油墨",
300138,晨光生物,"农林牧渔,农产品加工,其他农产品加工",
600120,浙江东方,"非银金融,多元金融,金融控股",
688159,有方科技,"通信设备,通信,通信终端及配件",
300002,神州泰岳,"传媒,游戏Ⅲ,游戏Ⅱ",
688475,萤石网络,"安防设备,计算机,计算机设备",
688135,利扬芯片,"集成电路封测,半导体,电子",
688591,泰凌微,"半导体,电子,数字芯片设计",
300701,森霸传感,"光学元件,电子,光学光电子",
1395,亚联机械,"其他专用设备,机械设备,专用设备",
1260,坤泰股份,"车身附件及饰件,汽车,汽车零部件",
1202,炬申股份,"原材料供应链服务,交通运输,物流",
2936,郑州银行,"城商行Ⅲ,银行,银行Ⅱ",
2236,大华股份,"安防设备,计算机,计算机设备",
301061,匠心家居,"轻工制造,家居用品,成品家居",
300520,科大国创,"计算机,垂直应用软件,软件开发",
300514,友讯达,"电力设备,电网设备,电工仪器仪表",
2226,江南化工,"民爆制品,基础化工,化学制品",
2548,金新农,"农林牧渔,畜禽饲料,饲料",
1228,永泰运,"跨境物流,交通运输,物流",
300940,南极光,"电子,光学光电子,LED",
688080,映翰通,"通信设备,通信,其他通信设备",
300554,三超新材,"通用设备,磨具磨料,机械设备",
2598,山东章鼓,"通用设备,其他通用设备,机械设备",
2212,天融信,"计算机,软件开发,横向通用软件",
600770,综艺股份,"综合Ⅲ,综合,综合Ⅱ",
2048,宁波华翔,"车身附件及饰件,汽车,汽车零部件",
601038,一拖股份,"机械设备,专用设备,农用机械",
688403,汇成股份,"集成电路封测,半导体,电子",
688627,精智达,"通用设备,仪器仪表,机械设备",
600106,重庆路桥,"交通运输,铁路公路,高速公路",
600653,申华控股,"汽车,汽车经销商,汽车服务",
300849,锦盛新材,"化妆品,化妆品制造及其他,美容护理",
603370,华新精科,"电机Ⅲ,电机Ⅱ,电力设备",
2892,科力尔,"电机Ⅲ,电机Ⅱ,电力设备",
2666,德联集团,"基础化工,化学制品,其他化学制品",
920090,同辉信息,"计算机,计算机设备,其他计算机设备",
2979,雷赛智能,"机械设备,自动化设备,机器人",
2922,伊戈尔,"电子,其他电子Ⅲ,其他电子Ⅱ",
600390,五矿资本,"非银金融,多元金融,金融控股",
688359,三孚新科,"电子,电子化学品Ⅲ,电子化学品Ⅱ",
301172,君逸数码,"IT服务Ⅲ,IT服务Ⅱ,计算机",
601588,北辰实业,"房地产,房地产开发,住宅开发",
600530,交大昂立,"食品饮料,食品加工,保健品",
2507,涪陵榨菜,"调味发酵品Ⅲ,调味发酵品Ⅱ,食品饮料",
600084,中信尼雅,"食品饮料,非白酒,其他酒类",
300079,数码视讯,"IT服务Ⅲ,IT服务Ⅱ,计算机",
2681,奋达科技,"电子,消费电子,消费电子零部件及组装",
2862,实丰文化,"文娱用品,娱乐用品,轻工制造",
688343,云天励飞-U,"IT服务Ⅲ,IT服务Ⅱ,计算机",
2085,万丰奥威,"汽车,汽车零部件,轮胎轮毂",
301125,腾亚精工,"通用设备,其他通用设备,机械设备",
567,海德股份,"资产管理,非银金融,多元金融",
2104,恒宝股份,"通信设备,通信,通信终端及配件",
300793,佳禾智能,"电子,消费电子,消费电子零部件及组装",
2185,华天科技,"集成电路封测,半导体,电子",
983,山西焦煤,"煤炭开采,煤炭,焦煤",
300532,今天国际,"IT服务Ⅲ,IT服务Ⅱ,计算机",
688662,富信科技,"电子,其他电子Ⅲ,其他电子Ⅱ",
96,广聚能源,"炼化及贸易,石油石化,油品石化贸易",
601666,平煤股份,"煤炭开采,煤炭,焦煤",
603677,奇精机械,"家电零部件Ⅲ,家电零部件Ⅱ,家用电器",
688300,联瑞新材,"基础化工,非金属材料Ⅲ,非金属材料Ⅱ",
2482,广田集团,"装修装饰Ⅲ,装修装饰Ⅱ,建筑装饰",
2011,盾安环境,"家电零部件Ⅲ,家电零部件Ⅱ,家用电器",
920187,通领科技,"车身附件及饰件,汽车,汽车零部件",
600279,重庆港,"港口,航运港口,交通运输",
688050,爱博医疗,"医药生物,医疗器械,医疗耗材",
300652,雷迪克,"汽车,汽车零部件,轮胎轮毂",
863,三湘印象,"房地产,房地产开发,住宅开发",
601901,方正证券,"证券Ⅲ,证券Ⅱ,非银金融",
2394,联发股份,"棉纺,纺织服饰,纺织制造",
601065,江盐集团,"基础化工,化学原料,纯碱",
300843,胜蓝股份,"电子,消费电子,消费电子零部件及组装",
603197,保隆科技,"其他汽车零部件,汽车,汽车零部件",
688176,亚虹医药-U,"化学制剂,化学制药,医药生物",
2269,美邦服饰,"非运动服装,服装家纺,纺织服饰",
688790,昂瑞微-UW,"半导体,模拟芯片设计,电子",
603979,金诚信,"工业金属,有色金属,铜",
600215,派斯林,"机械设备,自动化设备,机器人",
815,美利云,"IT服务Ⅲ,IT服务Ⅱ,计算机",
3028,振邦智能,"家电零部件Ⅲ,家电零部件Ⅱ,家用电器",
600941,中国移动,"通信,通信服务,电信运营商",
2547,春兴精工,"其他汽车零部件,汽车,汽车零部件",
600262,北方股份,"机械设备,专用设备,能源及重型设备",
2741,光华科技,"电子,电子化学品Ⅲ,电子化学品Ⅱ",
603299,苏盐井神,"基础化工,化学原料,无机盐",
688193,仁度生物,"医药生物,医疗器械,体外诊断",
2235,安妮股份,"轻工制造,特种纸,造纸",
301600,慧翰股份,"计算机,计算机设备,其他计算机设备",
723,美锦能源,"煤炭,焦炭Ⅲ,焦炭Ⅱ",
600881,亚泰集团,"综合Ⅲ,综合,综合Ⅱ",
887,中鼎股份,"其他汽车零部件,汽车,汽车零部件",
600997,开滦股份,"煤炭,焦炭Ⅲ,焦炭Ⅱ",
920260,中寰股份,"金属制品,通用设备,机械设备",
600469,风神股份,"汽车,汽车零部件,轮胎轮毂",
300858,科拓生物,"食品及饲料添加剂,基础化工,化学制品",
776,广发证券,"证券Ⅲ,证券Ⅱ,非银金融",
603986,兆易创新,"半导体,电子,数字芯片设计",
1373,翔腾新材,"光学元件,电子,光学光电子",
688370,丛麟科技,"环保,环境治理,固废治理",
603399,永杉锂业,"有色金属,锂,能源金属",
600280,中央商场,"百货,商贸零售,一般零售",
300360,炬华科技,"电力设备,电网设备,电工仪器仪表",
300535,达威股份,"基础化工,化学制品,其他化学制品",
2094,青岛金王,"其他家居用品,轻工制造,家居用品",
600543,莫高股份,"食品饮料,非白酒,其他酒类",
920504,博迅生物,"医药生物,医疗设备,医疗器械",
2137,实益达,"电子,光学光电子,LED",
600667,太极实业,"建筑装饰,工程咨询服务Ⅲ,工程咨询服务Ⅱ",
2717,ST岭南,"建筑装饰,基础建设,园林工程",
300410,正业科技,"电池,锂电专用设备,电力设备",
300315,掌趣科技,"传媒,游戏Ⅲ,游戏Ⅱ",
300094,国联水产,"农林牧渔,水产养殖,渔业",
601136,首创证券,"证券Ⅲ,证券Ⅱ,非银金融",
920832,齐鲁华信,"基础化工,非金属材料Ⅲ,非金属材料Ⅱ",
301369,联动科技,"半导体设备,半导体,电子",
300161,华中数控,"通用设备,机械设备,机床工具",
301269,华大九天,"计算机,垂直应用软件,软件开发",
301367,瑞迈特,"医药生物,医疗设备,医疗器械",
688660,电气风电,"风电整机,风电设备,电力设备",
301212,联盛化学,"基础化工,化学制品,其他化学制品",
2197,证通电子,"计算机,计算机设备,其他计算机设备",
16,深康佳Ａ,"家用电器,冰洗,白色家电",
688533,上声电子,"汽车电子电气系统,汽车,汽车零部件",
300215,电科院,"检测服务,专业服务,社会服务",
600226,亨通股份,"公用事业,热力服务,电力",
697,ST炼石,"国防军工,航空装备Ⅲ,航空装备Ⅱ",
600156,华升股份,"纺织服饰,纺织制造,其他纺织",
920185,贝特瑞,"电池,电力设备,电池化学品",
603501,豪威集团,"半导体,电子,数字芯片设计",
301043,绿岛风,"制冷空调设备,通用设备,机械设备",
603238,诺邦股份,"生活用纸,美容护理,个护用品",
688339,亿华通-U,"燃料电池,电池,电力设备",
600611,大众交通,"交通运输,铁路公路,公交",
651,格力电器,"家用电器,白色家电,空调",
688122,西部超导,"国防军工,航空装备Ⅲ,航空装备Ⅱ",
688188,柏楚电子,"计算机,计算机设备,其他计算机设备",
300456,赛微电子,"半导体,电子,集成电路制造",
